Producto,Precio,Cantidad,Fecha,Cliente,Ciudad
Azúcar,15.74,1,2025-11-12,Camila Arellano Zamorano,Girona
Pollo,11.99,5,2025-12-07,Maxi Villanueva-Montero,Pontevedra
Arroz,15.39,1,2026-04-16,Noé Garay España,Castellón
Pan,6.16,4,2025-07-15,Adolfo Hernandez-Martin,Alicante
Huevos,6.35,4,2025-06-04,Calixta Polo,Huelva
Queso,9.98,1,2026-03-19,Marcia Nogués Casares,Santa Cruz de Tenerife
Carne,18.13,4,2025-11-14,Venceslás Andreu-Miralles,Tarragona
Arroz,11.9,1,2026-02-23,Melania Arranz-Botella,Cantabria
Leche,0.73,7,2025-09-26,Cloe del Esteban,Ciudad
Queso,7.47,8,2025-10-27,Olivia Diez Pozo,Valencia
Queso,6.79,2,2025-08-28,Diego Gilabert Calvet,Segovia
Huevos,15.65,5,2025-09-05,Sara Prado-Olivé,Pontevedra
Huevos,15.47,1,2025-10-06,Evangelina Bernat Pastor,Huelva
Pan,9.09,4,2025-09-05,Victorino Gomis Baena,Cáceres
Huevos,3.78,7,2026-01-07,Elisabet Galván Tejada,Huelva
Café,11.23,1,2025-12-17,Azucena del Martí,Sevilla
Arroz,1.61,4,2025-09-07,Sancho Morillo Benítez,Tarragona
Leche,6.25,9,2025-08-23,Amanda Roca Arrieta,Huesca
Carne,5.78,7,2025-08-19,Noé Ramos Sandoval,Vizcaya
Arroz,18.6,8,2025-08-14,Sigfrido Manzanares Salom,Soria
Aceite,1.08,9,2025-09-23,Coral Lourdes Castelló Recio,Málaga
Arroz,10.62,7,2025-07-17,Agapito de Avilés,Salamanca
Azúcar,8.46,4,2026-02-24,Amando Aguiló-Isern,Valencia
Pan,17.51,10,2025-12-03,Santos Jara Álvaro,Tarragona
Queso,14.93,8,2026-04-19,Rodrigo Anguita Grande,Cantabria
Queso,15.72,9,2026-05-13,Benigno Vives Iñiguez,Navarra
Pollo,8.58,7,2025-06-17,Jacobo Huguet-Leon,Alicante
Carne,17.97,5,2026-03-13,Gala Ramón Ramirez,Alicante
Carne,4.14,10,2026-05-15,Zoraida de Carrillo,Valencia
Pan,18.71,2,2025-11-22,Sigfrido Sabas Piñol Sanz,Málaga
Azúcar,1.92,6,2025-06-26,Cipriano Ribes,Almería
Huevos,19.41,8,2026-03-01,Martin Teodoro Priego Cadenas,Jaén
Azúcar,15.51,7,2025-06-21,Teodora de Tirado,Granada
Aceite,18.17,3,2025-09-29,Jennifer Briones Benavides,León
Huevos,19.08,5,2026-04-12,Hugo Barrios,Santa Cruz de Tenerife
Leche,7.46,3,2026-02-09,Anna Doménech Tormo,León
Pollo,10.65,9,2026-01-18,Valerio Torres,Baleares
Arroz,5.0,9,2026-03-21,Teresa Jovita Higueras Aguado,Las Palmas
Pan,17.66,1,2026-03-08,Adriana Galván Piñeiro,Tarragona
Café,10.11,3,2026-01-22,Martín Uría Manzano,Lleida
Carne,10.44,5,2026-05-14,Melisa Ugarte Mayo,Madrid
Pan,18.14,10,2025-10-16,Fidel Yáñez Méndez,Zaragoza
Aceite,7.35,7,2026-01-28,Jose Antonio Olmo Villaverde,Valladolid
Queso,10.64,8,2025-10-06,Manuel Giralt Río,Cantabria
Café,10.9,3,2026-01-07,Miguel Ángel Riquelme Cuéllar,Valencia
Carne,2.94,7,2025-11-26,Xiomara Salazar Piñeiro,Vizcaya
Leche,16.54,7,2025-06-20,Inés Bas Arias,Pontevedra
Pan,3.42,1,2026-01-25,Adrián Cañete Toledo,Girona
Aceite,3.35,7,2026-05-02,Lidia Valero,Sevilla
Arroz,13.32,3,2025-10-19,Lorena Ugarte Diaz,Barcelona
Café,10.41,4,2026-03-21,Viviana Saez Soler,Tarragona
Arroz,8.39,6,2025-07-27,Javi Campoy Bustos,Asturias
Queso,14.24,4,2026-04-23,Esteban Leiva Jara,Cuenca
Carne,9.04,8,2025-11-07,María Dolores Ureña-Serna,Navarra
Café,13.69,2,2025-12-03,Domingo Saavedra Gibert,Valencia
Huevos,10.68,8,2025-09-19,Clarisa Barco Ariño,Ourense
Azúcar,2.06,7,2026-04-21,Godofredo Tejero Rozas,Valladolid
Arroz,5.2,7,2025-06-30,Teo Cárdenas Chico,Toledo
Arroz,10.42,8,2026-05-21,Augusto Bru Córdoba,Cáceres
Café,13.26,8,2025-10-21,Juan Pacheco Pedrero,Las Palmas
Carne,1.5,8,2025-11-12,Belén Falcón Aguiló,Valencia
Café,8.07,3,2026-03-24,Paco Dávila Acosta,Ciudad
Aceite,4.63,4,2025-06-03,Daniela Galván Aguilar,Burgos
Aceite,19.92,8,2026-03-16,Emilia Cueto Arco,Navarra
Café,15.98,7,2026-02-26,Teodoro Arana-Quiroga,Madrid
Carne,12.86,8,2025-12-17,Chucho Vicens Navarrete,León
Café,1.44,7,2026-05-08,Constanza Martí Torrecilla,Cuenca
Aceite,18.1,7,2026-05-03,Fito Cifuentes Pizarro,Ceuta
Azúcar,15.5,9,2025-11-02,Martirio de Guzmán,Guipúzcoa
Carne,10.85,8,2025-10-31,Enrique Salvador Bautista,Guipúzcoa
Huevos,14.69,2,2026-01-27,Pancho Albino Barberá Guardia,Ávila
Pollo,7.94,2,2025-09-03,África Olivera Madrigal,Segovia
Pan,9.39,10,2025-08-16,Nazaret Bernarda Cantón Fábregas,Barcelona
Arroz,1.47,10,2026-04-23,Paloma de Arrieta,Álava
Pollo,15.5,3,2025-07-19,Lupe Valencia Diaz,Toledo
Queso,3.36,9,2025-08-21,Micaela Casanova Piña,Alicante
Pan,11.98,1,2025-07-25,Rosalva Salvador-Mariscal,Las Palmas
Leche,14.6,5,2025-06-04,Pili Morillo Hierro,Toledo
Carne,9.31,4,2026-05-05,Jonatan Ramirez Lillo,Madrid
Arroz,4.68,8,2025-08-24,Eusebio Blazquez Navarrete,Castellón
Arroz,17.92,6,2025-11-24,Amador Vergara Cabo,La Coruña
Carne,7.72,9,2025-06-30,Apolinar del Palomares,Toledo
Aceite,15.45,3,2026-04-09,Máxima Salom,Granada
Queso,9.78,10,2025-09-08,Eligio Valero,Lugo
Carne,4.8,8,2025-10-09,Modesto Llopis Alonso,Madrid
Aceite,2.24,6,2026-01-02,Mayte Comas,Asturias
Azúcar,9.47,4,2026-02-02,Néstor Paz Villanueva,Tarragona
Queso,10.89,10,2025-12-03,Asunción Loreto Sainz Blanca,Navarra
Pan,9.44,9,2025-09-04,Armando de Ros,Ávila
Queso,6.02,3,2026-05-17,Natalio de Fortuny,Huesca
Arroz,2.33,4,2025-09-09,Ignacia Iglesia-Hernández,Las Palmas
Aceite,2.46,7,2025-06-11,Consuela Yuste Fonseca,Córdoba
Café,18.15,5,2026-02-09,Ibán Moya,Navarra
Aceite,14.89,7,2025-06-30,Clemente Herrero Corral,Barcelona
Leche,19.79,4,2026-04-22,Carla Zamorano Heras,Badajoz
Azúcar,18.85,4,2025-09-13,Griselda Vives Arévalo,Málaga
Arroz,3.52,2,2025-07-05,Aarón Ayuso Herrero,Navarra
Carne,17.71,8,2025-07-05,Filomena Solís Niño,Lugo
Pan,2.03,9,2026-01-12,Marc Lucio Mir Agustí,Álava
Leche,16.28,5,2026-01-23,Lilia Sofía Cifuentes Vargas,Burgos
Queso,19.44,10,2025-11-16,María Cristina Gelabert Sanjuan,Ourense
Pan,8.82,3,2026-05-24,José Luis de Pou,Málaga
Carne,2.12,10,2025-11-08,Clementina Infante-Martínez,Albacete
Carne,4.09,8,2025-07-16,Teresita Padilla Ortega,Alicante
Azúcar,8.86,9,2025-11-30,Marta Adriana Velázquez Cabezas,Toledo
Arroz,12.36,5,2026-04-12,Andrea Gálvez Reyes,Toledo
Carne,17.89,5,2026-04-06,Ricarda Pou Blanch,Lleida
Leche,9.47,9,2025-05-31,Cayetano Montes Villaverde,Guadalajara
Pan,10.66,8,2025-10-16,David Cadenas Sevilla,Sevilla
Arroz,4.13,1,2025-10-08,Rosario Brunilda Bello Llano,Sevilla
Azúcar,8.38,10,2025-06-17,Emigdio Peláez Páez,Granada
Arroz,8.76,3,2026-01-05,Hernán Ugarte Bueno,Ourense
Carne,11.72,3,2025-09-05,Evelia de Porcel,Zaragoza
Huevos,4.28,3,2025-08-10,Sabas Santana Camps,Ciudad
Azúcar,18.61,4,2025-07-28,Jorge Vaquero Carretero,Valencia
Pollo,17.66,8,2025-08-15,Tiburcio del Ocaña,Tarragona
Aceite,4.29,9,2026-03-29,Vasco Borrego Higueras,Zamora
Arroz,11.4,2,2026-04-20,Cosme Serna Olivé,Girona
Leche,17.2,7,2025-06-09,Valentín España Cobos,Melilla
Pollo,17.25,10,2026-01-12,Celestino de Villalba,Cuenca
Carne,1.3,3,2025-11-11,Herminia Ochoa Oliver,Ciudad
Pollo,18.13,7,2025-08-18,Ana Belén Bartolomé Vélez,Teruel
Azúcar,8.33,2,2025-11-02,Vasco Infante,Salamanca
Pollo,9.79,2,2025-08-27,Leandra de Alcaraz,Granada
Azúcar,0.51,9,2025-06-29,Elpidio Cortes Esteban,Almería
Huevos,19.91,10,2026-03-18,Herminia Álvarez Larrañaga,Huesca
Leche,12.41,9,2026-04-15,Elena Tomás Cuevas,Lleida
Pan,12.65,4,2025-08-24,Martirio del Sáez,Cuenca
Aceite,7.65,8,2026-03-06,Rosalina Campo Pombo,Las Palmas
Azúcar,15.41,6,2025-07-31,Tristán Marcos Pont,Madrid
Leche,1.14,5,2026-05-01,Gracia Tamara Girón Vilaplana,León
Queso,1.51,5,2025-12-02,Laura Riba-Angulo,Sevilla
Azúcar,5.18,6,2025-06-27,Constanza Ferrán Rozas,Melilla
Café,15.32,6,2025-08-23,Godofredo de Tejada,Palencia
Queso,13.0,5,2026-01-23,Andrés Felipe Salas,Ourense
Leche,17.26,4,2026-02-18,Sara Llorente Quintanilla,Ávila
Pollo,12.97,1,2025-12-24,Paco Cruz Rozas,Valencia
Carne,7.44,6,2025-05-29,Nadia Luisa Mendoza Torre,La Coruña
Leche,1.2,3,2026-04-09,Sol Mendoza Aguilar,Lugo
Huevos,12.2,1,2025-11-25,Pastor Ramirez Espejo,Burgos
Aceite,18.1,7,2025-09-18,Palmira Aznar Vázquez,Girona
Pollo,19.67,1,2025-08-31,Sebastián Pomares Arribas,Cantabria
Pan,17.89,2,2025-06-03,Gustavo de Parra,Alicante
Carne,0.99,9,2025-09-30,Raúl Uribe Pedrosa,Madrid
Leche,1.32,1,2025-07-30,Amado Nieto,Guadalajara
Azúcar,5.35,2,2026-01-16,Maximino Calatayud Ayuso,Ciudad
Queso,16.01,9,2025-12-16,Reina Luque Lerma,Málaga
Carne,8.32,6,2026-01-30,Jacinto Primitivo Salamanca Nadal,Las Palmas
Carne,18.35,10,2026-01-28,Yolanda Terrón Álamo,Córdoba
Queso,12.47,9,2025-09-24,Juan Antonio Francisco Valcárcel,Soria
Azúcar,11.07,7,2025-10-07,José Redondo Almansa,Cádiz
Aceite,17.24,6,2025-12-25,Ciro Suarez-Calvo,Murcia
Queso,1.71,3,2025-11-19,Chucho Villegas Cervera,Palencia
Aceite,5.91,7,2026-01-06,María Manuela Enríquez,Pontevedra
Aceite,5.38,9,2025-11-30,Alejo Catalán-Sandoval,Barcelona
Pan,16.35,4,2026-04-21,Purificación Pareja Sanchez,Zamora
Arroz,11.96,2,2025-11-16,Graciela Rueda,Barcelona
Queso,6.69,5,2025-12-18,Gabriela Fuentes Giner,Salamanca
Café,1.94,4,2026-01-10,Víctor Olmo Vilaplana,Cuenca
Carne,6.27,4,2026-02-06,Calisto Pujol Ferrero,Asturias
Arroz,3.54,2,2025-08-06,Armando de Marquez,Barcelona
Café,11.83,3,2025-10-30,Rebeca Saldaña Abellán,Córdoba
Carne,8.59,8,2026-03-11,Ángela del Caparrós,Teruel
Café,8.59,9,2025-06-12,Elías Rivera-Vázquez,Las Palmas
Pan,1.91,7,2026-02-20,Víctor Corbacho Cervera,Cáceres
Carne,15.44,5,2026-05-09,Dora Molina Garriga,Sevilla
Queso,14.67,6,2025-11-28,Balduino Pelayo Mesa Tirado,Badajoz
Café,13.73,8,2025-11-25,Nacho Sureda Salas,León
Leche,1.57,4,2026-01-06,Ángela Bravo Leiva,Álava
Carne,1.84,3,2025-12-31,Malena Pera Ortega,Jaén
Pollo,2.97,3,2025-07-01,Valentina del Román,Valladolid
Pollo,14.75,5,2025-09-14,Luisa Ayala Pla,Navarra
Leche,3.71,9,2025-09-24,Javi Bauzà Busquets,Huelva
Azúcar,9.95,2,2026-02-28,Flor Lumbreras Donaire,Huesca
Huevos,16.69,10,2025-11-17,Ana Belén del Leon,Soria
Azúcar,3.01,10,2025-11-12,Ángel Morán Cortés,Soria
Huevos,17.99,9,2025-11-04,Tatiana Agustín Bayo,Navarra
Café,2.61,1,2026-03-07,Leocadia Florinda Domínguez Palomar,Granada
Queso,11.53,4,2026-04-13,Macario Duarte Anglada,Sevilla
Arroz,16.81,6,2026-05-13,Aránzazu Leocadia Girón González,Vizcaya
Huevos,9.72,2,2025-11-27,Clotilde de Blazquez,Cádiz
Huevos,4.68,4,2025-09-21,Esperanza de Paniagua,Álava
Leche,2.89,7,2025-07-08,Emma Bas Hervia,Cáceres
Huevos,12.16,10,2025-10-31,Alcides Conesa Ferrera,Alicante
Café,14.96,2,2025-06-02,Ana Sofía de Aramburu,Badajoz
Leche,2.42,3,2026-02-23,Pepe Nacio Porta Belda,Guipúzcoa
Arroz,17.26,8,2026-04-15,Remigio del Baños,Murcia
Arroz,8.62,2,2026-04-05,Ernesto Morante Plana,Álava
Aceite,3.14,8,2026-04-08,Reyes Santana-Santamaría,Melilla
Pan,17.6,7,2025-08-20,Carmen Arellano,Sevilla
Pan,12.9,10,2026-03-31,Cándido Wálter Arellano Chaparro,Zamora
Arroz,7.48,4,2025-07-20,Griselda Ferrer Figuerola,Valencia
Aceite,19.19,8,2025-10-26,Maxi Tejera Alfonso,León
Azúcar,10.26,6,2025-06-07,Ángel Mata Guzman,Ciudad
Aceite,2.64,2,2026-05-16,Valentina Prieto Baena,La Rioja
Queso,5.05,1,2025-10-05,Xiomara Pinilla Pons,Valencia
Queso,10.78,8,2025-06-07,Telmo del Dalmau,Toledo
Pollo,9.75,3,2025-07-23,Rafaela Agustí Coll,Castellón
Aceite,5.23,6,2025-09-30,María Armengol Vazquez,Zaragoza
Leche,4.43,6,2025-08-29,Ezequiel Miranda Segovia,Sevilla
Azúcar,7.42,1,2026-01-25,Dan Bayo Alvarez,Vizcaya
Huevos,7.5,8,2025-10-19,Jorge Crespi Barranco,Ceuta
Arroz,2.71,3,2025-06-08,Sandra Uriarte Bermudez,Pontevedra
Leche,13.23,5,2025-06-13,Eduardo Nevado Peral,Cantabria
Azúcar,16.43,4,2025-11-18,Francisco Bustos Martinez,Segovia
Café,4.51,8,2025-08-03,Micaela Fonseca Guitart,Cuenca
Arroz,17.39,9,2025-07-26,Adolfo del Trujillo,Córdoba
Huevos,8.76,1,2025-09-20,Hermenegildo Sanjuan Casanovas,Ceuta
Queso,9.48,7,2025-10-06,Camila Concha Rius Pla,Lugo
Huevos,17.48,6,2026-02-19,Perla Heredia,Valladolid
Huevos,9.22,3,2025-06-18,Raimundo Rodrigo Codina,Las Palmas
Pan,6.31,5,2026-03-19,Hermenegildo Palomar Estévez,Ávila
Leche,7.68,10,2026-02-21,Chema de Sanz,Santa Cruz de Tenerife
Café,1.38,8,2025-07-13,Maricela Alberto Campoy,Ávila
Pan,7.23,6,2025-09-13,Renato Vázquez Belmonte,Zamora
Queso,12.56,9,2025-06-18,Edmundo Perea Gárate,Jaén
Arroz,9.14,9,2025-08-27,Dionisia Acedo Cruz,Ourense
Leche,4.03,4,2025-09-30,Carla Valderrama,Asturias
Azúcar,13.95,5,2025-07-05,Samu Paniagua Morante,Cantabria
Carne,16.37,5,2026-02-20,Sosimo Priego-Clavero,Huelva
Carne,1.6,1,2025-10-22,Agustín Espada Tamarit,Ciudad
Arroz,9.01,2,2025-07-31,Elías Valcárcel Fortuny,Pontevedra
Pollo,19.0,1,2026-01-25,Paz Calatayud Chamorro,Jaén
Arroz,3.65,4,2026-05-04,Nydia Pellicer Viana,Palencia
Huevos,18.44,5,2026-01-29,Rufina Vara-Jover,Ávila
Carne,10.64,9,2025-10-17,Gala Yuste Granados,Lugo
Pollo,1.3,4,2025-06-08,Marciano Cañellas Oliver,Girona
Arroz,15.34,7,2026-05-22,Jose Angel Royo Sanjuan,Álava
Aceite,5.68,2,2025-12-25,Jesús Menendez Benavent,Alicante
Arroz,0.84,5,2026-03-07,Jeremías Hervás,Almería
Huevos,16.09,1,2025-06-27,Gustavo Uría Domingo,Alicante
Café,18.53,10,2025-06-05,Emperatriz Manola Cases Valderrama,Zaragoza
Pollo,19.24,9,2025-07-20,Lara Tamayo Azcona,Badajoz
Aceite,19.95,7,2025-12-23,Rodrigo Gallo,Lleida
Aceite,8.78,9,2025-11-22,Vanesa Marin-Izaguirre,Badajoz
Azúcar,13.57,9,2026-05-01,Maite Hurtado-Sobrino,Lleida
Leche,13.34,3,2026-03-09,Flavio Pinilla Peña,La Rioja
Leche,15.03,3,2025-09-04,Marino Mata Reguera,Cantabria
Pan,11.9,6,2025-06-18,Pili Lledó-Galván,Valladolid
Carne,8.81,6,2026-01-23,Casandra Blanch Zurita,Asturias
Leche,8.36,1,2025-12-16,Isaías Jimenez Muñoz,Barcelona
Pan,7.5,4,2026-02-26,Raquel Perelló Vaquero,Teruel
Carne,2.24,5,2026-05-13,Chelo Grande Feijoo,Madrid
Queso,7.03,10,2026-03-13,Judith Anglada,Lleida
Aceite,7.07,2,2026-04-27,Martín de Barrena,Guadalajara
Café,16.8,9,2025-09-11,Candelas Peiró Pozuelo,Ceuta
Pollo,17.28,10,2025-08-11,Pepito Pedrosa Gras,Cuenca
Leche,16.99,1,2025-12-04,María Pilar Cerro Gomis,Girona
Pan,9.64,3,2026-04-10,Edgardo Calvet Boada,Almería
Carne,18.53,4,2025-06-07,Luis Ángel Perelló Figueras,Madrid
Café,9.11,8,2025-11-27,Carmina Valle García,Cuenca
Carne,3.24,3,2026-05-07,Apolonia Esteban-Hurtado,Pontevedra
Café,6.11,5,2025-10-26,Jimena de Revilla,Ciudad
Arroz,15.49,1,2025-09-27,Flavio Carnero Pardo,Cádiz
Arroz,3.94,6,2026-04-20,Mireia González Bermúdez,Guipúzcoa
Aceite,11.94,3,2025-11-23,Ruth Río-Lillo,Navarra
Queso,13.37,9,2025-10-21,Cecilia Sanabria,Zaragoza
Azúcar,12.07,8,2025-08-06,Lino Jáuregui,Almería
Pan,5.25,4,2025-09-26,Jordi Mariño Ripoll,Soria
Pollo,1.0,1,2026-03-21,Candelas Español Manjón,Sevilla
Azúcar,17.13,1,2026-04-20,Macarena del Hoyos,Cuenca
Azúcar,19.37,2,2026-05-04,Coral del Francisco,Madrid
Queso,1.87,2,2026-04-22,Álvaro Gomez,Álava
Azúcar,14.85,9,2026-03-04,Alcides Sebastián-Carreras,Palencia
Huevos,19.88,9,2026-05-24,Reyes Requena,La Rioja
Carne,2.87,10,2025-10-12,Chucho Cáceres-López,Baleares
Huevos,17.81,9,2026-01-13,Yéssica Llabrés-Pino,Granada
Arroz,8.39,2,2026-01-28,Delia Castro Alcolea,Soria
Carne,12.51,9,2025-06-28,Débora Cortés Carbonell,Murcia
Huevos,5.63,3,2025-11-11,Tamara Jaume Alvarez,Salamanca
Pollo,6.23,4,2025-09-30,Osvaldo Ródenas Arias,Ceuta
Queso,8.85,9,2025-10-03,Diego Llano Roda,Cantabria
Arroz,5.48,2,2026-04-27,Javiera Carvajal Perea,Zaragoza
Arroz,15.5,10,2026-03-14,Olimpia Naranjo Alemany,Guipúzcoa
Café,1.28,10,2025-07-09,Hernán Diéguez Seco,Albacete
Café,7.49,7,2026-02-11,Lázaro Berrocal Larrea,Pontevedra
Pan,1.58,2,2026-05-05,Constanza del Sanchez,Sevilla
Leche,5.45,7,2025-08-11,Luisa Castellanos Gómez,Valladolid
Arroz,18.81,4,2026-01-25,Florina Reyna Carbó Barco,Teruel
Azúcar,19.1,7,2026-02-24,Belen Pont Santiago,Ourense
Pan,7.02,9,2026-05-19,Tristán Sobrino Arregui,Cáceres
Pollo,6.95,9,2026-03-15,Roque Cuéllar Cuesta,Barcelona
Huevos,2.26,2,2025-11-09,Eligio Manzano-Costa,Albacete
Carne,12.16,1,2025-09-17,Yésica Burgos-Badía,Almería
Azúcar,13.83,2,2026-01-07,Jose Miguel Agustín Galván,Teruel
Pan,10.28,2,2025-09-12,Santos Roda-Ledesma,Sevilla
Pan,2.06,7,2026-03-14,Abril Ayuso Egea,Sevilla
Pan,4.62,9,2025-07-07,Rafa Llabrés Amaya,Castellón
Aceite,8.07,8,2025-09-11,Ariel Conrado Parejo Colom,Las Palmas
Huevos,9.73,8,2025-10-21,Brunilda Viviana Canet Gonzalez,Girona
Huevos,6.01,7,2026-04-10,Samuel Gallego-Riquelme,Barcelona
Arroz,3.16,9,2025-10-18,Fernando Apolinar Burgos Ortega,Madrid
Arroz,0.88,4,2026-01-03,César de Castilla,Ourense
Pollo,4.55,3,2025-12-28,Hortensia Villar Carro,Salamanca
Azúcar,8.01,2,2025-09-13,Bernardita Cepeda Maldonado,Zamora
Café,8.72,9,2026-04-10,Victoria Pelayo,Asturias
Pollo,16.65,9,2025-08-06,Porfirio Aguilera Galvez,Santa Cruz de Tenerife
Aceite,2.45,7,2025-12-02,Encarnita Lloret Villena,Melilla
Carne,9.59,6,2025-10-29,Agapito Salgado Trujillo,Pontevedra
Azúcar,10.86,5,2026-02-10,Toño Maldonado Bárcena,Burgos
Arroz,4.22,10,2025-07-06,Cándido Huguet Verdú,Ceuta
Pollo,9.03,3,2026-05-23,Áurea Nieto,Segovia
Pan,16.43,7,2025-11-06,Adelardo Malo Falcón,Santa Cruz de Tenerife
Café,19.93,10,2025-09-04,Toni Ferrero Aguado,Las Palmas
Pan,6.5,9,2025-12-05,Perlita Castells Palacios,Badajoz
Carne,3.57,10,2025-12-21,Desiderio Mariño Soria,Huelva
Pollo,10.53,6,2025-11-09,Nicolás Buendía,Zamora
Carne,6.61,5,2026-03-01,Oriana Morcillo Carreras,Teruel
Carne,1.8,9,2026-01-18,Isa Margarita Jódar Galván,Las Palmas
Huevos,10.81,1,2025-08-27,Ángela Hierro-Diéguez,Segovia
Aceite,9.99,1,2025-08-05,Diego Llabrés Tomas,Granada
Leche,6.43,3,2026-05-13,Adoración Ramón,Burgos
Pollo,17.98,3,2025-05-28,Adriana Leyre Pastor Comas,Granada
Pollo,3.85,3,2025-06-21,Miguela Serra-Galván,Huelva
Carne,0.93,5,2026-01-19,Chuy Huerta Acero,Álava
Azúcar,18.87,8,2025-12-20,Ruperto Montaña-Plaza,Santa Cruz de Tenerife
Carne,8.94,4,2025-09-15,Sergio de Villaverde,Palencia
Carne,15.23,3,2026-04-29,Guiomar Bermudez,Álava
Huevos,13.28,4,2025-08-30,Iker Sedano-Pérez,Valladolid
Pan,17.26,4,2025-08-21,Custodio Jordá Escribano,Barcelona
Café,10.13,6,2026-03-18,Luciano Busquets Falcón,Álava
Carne,14.59,8,2026-02-07,Leocadia Castelló-Durán,Albacete
Azúcar,4.26,2,2026-04-29,Federico Olmedo Carrión,Albacete
Pollo,1.6,8,2026-04-24,Glauco Carretero,Huesca
Café,15.83,5,2026-02-12,Ciro Criado Escudero,Zamora
Azúcar,19.87,1,2025-07-29,Jenaro Salinas Uría,Sevilla
Arroz,11.64,1,2026-05-10,Fernando Jaén Valbuena,Madrid
Carne,5.51,1,2026-01-12,Edmundo Rodríguez Tovar,Melilla
Aceite,10.33,2,2026-05-18,Estefanía Ortega Canals,Segovia
Pan,16.5,3,2026-05-02,Ariel Yaiza Chamorro Ortuño,Jaén
Azúcar,9.94,7,2025-08-21,Baltasar Duran Pedrosa,Salamanca
Café,18.73,7,2025-09-07,Dan Custodio Valbuena Guillen,Ceuta
Arroz,9.41,6,2026-04-27,Lidia Chico,Cantabria
Café,2.81,6,2026-05-08,Obdulia Manrique Álvarez,Ourense
Café,4.52,5,2025-08-30,Jessica Francisco Fajardo,Tarragona
Arroz,7.23,10,2025-09-09,Teresa Puga Espada,Pontevedra
Pollo,19.68,1,2026-03-06,Lorena Amat Carbajo,Melilla
Café,18.46,3,2025-07-29,Pía Vicens Peral,Zamora
Pollo,19.33,2,2025-12-14,Pancho Pi Arco,Navarra
Pan,4.88,2,2026-04-28,Régulo Abad Mulet,Jaén
Queso,9.09,9,2025-06-22,Rodolfo Asenjo Bermudez,Valladolid
Huevos,8.31,1,2026-04-16,Leocadia de Pinedo,Pontevedra
Pan,5.06,8,2025-08-11,Hernando León Estévez,Baleares
Aceite,4.26,4,2025-11-07,Dani de Olivé,Girona
Azúcar,14.43,10,2025-08-05,Ricardo Fito Fabra Puente,Navarra
Arroz,12.42,5,2025-07-17,Víctor Carballo,Ávila
Aceite,18.13,5,2026-01-06,Alcides Márquez Aramburu,La Coruña
Leche,4.41,1,2026-03-30,Reinaldo Real Giralt,Guadalajara
Huevos,9.76,4,2025-07-10,Rita Garcés Naranjo,Barcelona
Arroz,12.86,7,2026-04-19,Tomasa Silva Angulo,Baleares
Huevos,6.67,3,2026-01-25,Nicolás Bautista Galan,Las Palmas
Pollo,8.97,5,2026-04-18,Íñigo Morán,Valladolid
Aceite,9.15,8,2025-06-27,Loreto Muro Esteban,Barcelona
Queso,12.79,2,2026-01-23,Anna Alba Luís Juan,Málaga
Pollo,2.75,9,2025-10-25,Tamara Gonzalez Narváez,Valladolid
Café,7.33,8,2025-08-20,Josué Contreras Colomer,Tarragona
Huevos,6.5,7,2026-02-01,Olegario Herranz Cañas,Guadalajara
Pan,8.19,7,2025-06-26,Eustaquio Arias Bravo,Málaga
Café,17.86,10,2025-10-20,Pascual de Garcés,Madrid
Queso,16.04,1,2025-11-29,Alejandra Garrido Macías,Murcia
Queso,1.01,8,2026-03-30,Antonia de Cañellas,Badajoz
Arroz,9.48,9,2026-05-01,Roxana del Múgica,Navarra
Queso,1.94,7,2026-01-03,Gabriel Andreu,Ourense
Queso,13.09,10,2025-07-29,Paula Bonet Saura,Huesca
Azúcar,11.18,5,2025-07-03,Noelia Alonso Calvo,Ávila
Queso,19.0,9,2025-07-03,Silvestre Fito Gelabert Costa,Murcia
Pollo,13.56,7,2026-01-08,Lina Pera,Navarra
Huevos,16.29,7,2026-01-02,Juan Pablo de Samper,Las Palmas
Pan,7.53,3,2025-12-01,Cándida Benet Terrón,Madrid
Leche,15.8,6,2025-07-24,Albano Puente-Baró,Álava
Pollo,8.44,6,2025-07-04,Maristela Rico Bermudez,Cuenca
Pan,3.66,5,2025-10-10,Melisa Crespi Vázquez,Asturias
Arroz,2.18,10,2025-11-05,Gloria Boix Torres,Vizcaya
Queso,13.91,4,2025-06-02,Ceferino Rincón Bernad,León
Arroz,8.4,2,2025-08-17,Chema Cabrero Lobo,Las Palmas
Queso,7.3,4,2026-02-07,Cayetana Valero-Pozuelo,Toledo
Queso,5.0,5,2026-04-07,Aitana Anunciación Uribe Sánchez,La Coruña
Pan,3.91,4,2026-04-11,Cayetano Xavier Suárez Pujol,Vizcaya
Café,3.27,10,2025-07-17,José Luis Puerta,Girona
Aceite,7.31,10,2025-08-16,Nuria Molins Herrera,Navarra
Azúcar,13.96,4,2025-06-26,Ana Agustí Pera,Madrid
Leche,7.79,10,2025-06-07,Cristian Aznar Montoya,Zamora
Arroz,5.12,5,2025-07-19,Azahara Paula Cifuentes Collado,Lugo
Arroz,6.77,7,2025-07-02,Mario Camino-Leon,Palencia
Arroz,11.35,5,2025-06-07,Dulce María Ángeles Atienza Bastida,Cáceres
Café,14.3,5,2026-04-12,Benito Blanca Noguera,Guipúzcoa
Pollo,3.98,1,2025-05-28,Calista Sol Solana Codina,Ceuta
