Producto,Precio,Cantidad,Fecha,Cliente,Ciudad
Cubo organizador,38.88,6,2026-04-02 00:00:00,Piedad Cisneros Berenguer,La Rioja
Cubo organizador,26.25,11,2026-03-26 00:00:00,Trini Trujillo Soriano,Zaragoza
Cubo organizador,47.88,18,2025-10-30 00:00:00,Encarnación Olivares Pareja,Palencia
Pelota plástica,29.98,18,2025-08-22 00:00:00,Eloísa Cepeda-Gonzalez,Granada
Utensilio de cocina plástico,36.32,16,2026-03-21 00:00:00,Francisco Jose Bustos Gonzalo,Vizcaya
Utensilio de cocina plástico,36.88,1,2025-08-28 00:00:00,Mario Vall Melero,Pontevedra
Juguete de plástico,9.13,20,2025-05-29 00:00:00,Gaspar Bruno Calzada Cruz,Burgos
Utensilio de cocina plástico,49.84,17,2025-07-14 00:00:00,Perla Valenzuela Mayol,Granada
Botella PET,9.93,20,2025-07-23 00:00:00,Ana Sofía del Salgado,La Rioja
Envase plástico,36.69,16,2026-05-05 00:00:00,Genoveva Iglesias-Vallejo,Zaragoza
Envase plástico,26.01,9,2025-06-26 00:00:00,Apolonia Santos-Real,Baleares
Tupper,12.05,10,2025-06-30 00:00:00,Bruno Lloret Quesada,Pontevedra
Cubo organizador,40.35,7,2026-01-11 00:00:00,Alejandro Noguera Menéndez,Granada
Muñeco de plástico,29.95,5,2025-05-31 00:00:00,Ariel Fuente Oliver,Cádiz
Envase plástico,47.19,5,2026-04-16 00:00:00,Narcisa Vargas Arana,Soria
Cubo de basura plástico,22.52,9,2026-05-20 00:00:00,Cecilio Balaguer,Baleares
Cubo de basura plástico,31.7,18,2025-12-22 00:00:00,Prudencia Pedrero-Benitez,Albacete
Tupper,13.65,15,2026-03-20 00:00:00,Chus Vives Pinedo,Guadalajara
Cubo organizador,30.47,1,2025-08-14 00:00:00,Nerea Arias Ropero,Ciudad
Pelota plástica,33.4,5,2025-12-27 00:00:00,Edelmiro Plana Royo,Granada
Juguete de plástico,46.49,3,2026-01-28 00:00:00,Leopoldo Riera Torre,Segovia
Muñeco de plástico,3.09,20,2026-01-11 00:00:00,León Alfonso Plaza,Ávila
Utensilio de cocina plástico,2.88,6,2026-01-01 00:00:00,Micaela Jiménez,Castellón
Cubo de basura plástico,21.69,7,2026-01-10 00:00:00,Cloe Collado Luque,La Rioja
Utensilio de cocina plástico,2.46,3,2025-12-20 00:00:00,Herberto Corominas-Roldan,Pontevedra
Tupper,24.3,1,2025-07-06 00:00:00,Leonel de Dominguez,Baleares
Utensilio de cocina plástico,1.97,12,2025-07-16 00:00:00,América Solsona Valencia,Badajoz
Utensilio de cocina plástico,1.58,7,2026-04-10 00:00:00,Calisto Escudero,Ourense
Juguete de plástico,47.99,10,2025-10-23 00:00:00,Pío Belmonte Fuentes,Baleares
Cubo de basura plástico,49.76,20,2025-09-02 00:00:00,Anselma Vidal-Rovira,Barcelona
Pelota plástica,2.04,8,2025-07-13 00:00:00,Custodio de Tamayo,Madrid
Botella PET,39.66,5,2026-04-11 00:00:00,Pepita del Herrera,Las Palmas
Utensilio de cocina plástico,12.75,7,2025-09-11 00:00:00,Ovidio Canet Puerta,Madrid
Tupper,38.98,5,2025-08-15 00:00:00,Samuel de Francisco,Ourense
Envase plástico,16.99,15,2025-11-27 00:00:00,Adora Roldán Fuster,Alicante
Botella PET,3.34,13,2026-03-28 00:00:00,Alicia Abascal Ródenas,Guipúzcoa
Utensilio de cocina plástico,2.44,14,2025-12-03 00:00:00,Paulina Rosales Lobato,Álava
Cubo de basura plástico,46.4,20,2026-03-30 00:00:00,Felisa Rosa Esteban,León
Muñeco de plástico,29.1,2,2026-03-20 00:00:00,Fabiana Sonia Sotelo Bermúdez,Salamanca
Silla plástica,13.85,11,2026-04-22 00:00:00,Nacio de Losa,Valladolid
Silla plástica,44.97,3,2025-11-21 00:00:00,Paulina Perera Duarte,Málaga
Utensilio de cocina plástico,30.36,19,2025-08-23 00:00:00,Rosalina Terrón-Barberá,Madrid
Botella PET,42.41,16,2025-06-22 00:00:00,Guiomar Donaire-León,Ceuta
Tupper,7.71,5,2025-10-15 00:00:00,Olalla Azorin-Cabezas,Tarragona
Cubo organizador,41.66,2,2025-07-31 00:00:00,Olegario Cuadrado Merino,Girona
Muñeco de plástico,37.27,16,2025-06-20 00:00:00,Encarnacion del Botella,Valladolid
Cubo de basura plástico,23.88,4,2026-01-20 00:00:00,Silvia Saavedra Fuentes,Burgos
Silla plástica,21.22,5,2026-05-19 00:00:00,Eutropio Colomer Catalán,Córdoba
Tupper,2.99,5,2025-06-16 00:00:00,Gisela Barberá,Albacete
Muñeco de plástico,34.26,17,2025-11-07 00:00:00,Chus Anguita Palomares,Álava
Silla plástica,49.04,5,2026-02-07 00:00:00,Toño Carrasco,Baleares
Pelota plástica,30.59,9,2025-06-09 00:00:00,Malena Ferrándiz Arellano,Cuenca
Cubo de basura plástico,27.01,20,2026-01-16 00:00:00,Amando de Bayón,Córdoba
Cubo de basura plástico,20.19,13,2026-04-27 00:00:00,Lorena Narcisa Abella Pallarès,Málaga
Cubo organizador,14.16,17,2025-08-02 00:00:00,María Teresa Valenciano Galván,Ciudad
Envase plástico,18.48,7,2025-06-11 00:00:00,Eloísa Adadia Garzón,Segovia
Cubo organizador,31.34,1,2026-02-01 00:00:00,Miguel Ballesteros Granados,Sevilla
Utensilio de cocina plástico,15.78,6,2026-05-04 00:00:00,Luis Ángel Cabañas Rocha,Cuenca
Cubo organizador,40.07,8,2026-01-16 00:00:00,Heliodoro Morante Tomás,Lugo
Cubo de basura plástico,11.09,18,2026-05-11 00:00:00,Ani Carrasco Ramírez,Castellón
Botella PET,25.4,5,2025-08-14 00:00:00,Julia Amador,Valladolid
Juguete de plástico,42.51,6,2025-06-21 00:00:00,Calisto Llanos Perera,Guipúzcoa
Botella PET,27.96,4,2025-06-13 00:00:00,Cayetana Canales Amigó,Badajoz
Cubo organizador,37.07,11,2025-08-10 00:00:00,Gertrudis Linares Buendía,Asturias
Juguete de plástico,37.13,12,2025-12-23 00:00:00,Leandro Morillo Riba,Huesca
Cubo organizador,43.98,4,2025-11-21 00:00:00,Olga Solana Landa,Navarra
Muñeco de plástico,44.03,4,2025-10-06 00:00:00,Ruben de Grande,La Rioja
Tupper,23.2,19,2025-09-28 00:00:00,Luis Juan Luis Perea Sarmiento,Badajoz
Muñeco de plástico,19.93,20,2025-07-15 00:00:00,Lino Portero Mir,León
Cubo organizador,47.38,3,2025-12-11 00:00:00,Chuy Gras Cerdá,León
Tupper,43.41,6,2025-10-19 00:00:00,Laura Ferrándiz Bru,Alicante
Muñeco de plástico,3.25,1,2026-05-20 00:00:00,Cayetana Dalmau Lucas,Castellón
Botella PET,38.06,20,2026-01-04 00:00:00,Chus Roma Amat,Barcelona
Envase plástico,40.97,20,2025-10-19 00:00:00,Lorena Bonilla,Ceuta
Botella PET,42.8,1,2025-07-26 00:00:00,Sara Amor Medina Martínez,Málaga
Botella PET,7.12,1,2026-03-28 00:00:00,Melania Torrens Castillo,Granada
Muñeco de plástico,23.11,19,2025-12-07 00:00:00,Ángel Solé,Salamanca
Cubo de basura plástico,30.97,14,2025-10-09 00:00:00,Isidro Ibán Ureña Ramos,Lleida
Envase plástico,33.97,14,2026-03-09 00:00:00,Azucena Tirado,Badajoz
Juguete de plástico,43.19,11,2026-05-02 00:00:00,Carmela Osorio Gálvez,Málaga
Utensilio de cocina plástico,6.14,5,2026-02-06 00:00:00,Otilia Vidal-Espada,Cuenca
Envase plástico,32.99,9,2025-10-07 00:00:00,Reyes Pereira-Montoya,Santa Cruz de Tenerife
Envase plástico,39.14,5,2025-11-05 00:00:00,Leonardo Lorenzo Quiroga Sotelo,Baleares
Envase plástico,47.0,20,2026-03-13 00:00:00,Isabela de Blázquez,Badajoz
Tupper,29.41,1,2026-01-20 00:00:00,Juanito Castelló Gomis,Huelva
Pelota plástica,38.14,10,2025-06-06 00:00:00,Ángel Fabra Quevedo,Santa Cruz de Tenerife
Cubo de basura plástico,19.95,12,2025-12-04 00:00:00,Gabriel Godoy,Cuenca
Botella PET,1.78,3,2026-03-10 00:00:00,Eloísa Javiera Sanjuan Estrada,Burgos
Juguete de plástico,43.02,10,2025-12-19 00:00:00,Ciríaco Galiano,Valencia
Muñeco de plástico,6.15,8,2026-03-16 00:00:00,Julieta Maestre-Torrijos,Burgos
Utensilio de cocina plástico,30.63,14,2026-02-01 00:00:00,Rocío Andrés-Miranda,Murcia
Cubo organizador,3.79,20,2026-03-03 00:00:00,Beatriz Quintanilla,Girona
Pelota plástica,9.98,2,2025-12-14 00:00:00,Ramón Lozano Daza,Huelva
Muñeco de plástico,2.33,2,2026-02-25 00:00:00,Feliciana Olmo Corral,Navarra
Cubo organizador,45.55,1,2025-07-22 00:00:00,Fabián José María Badía Porras,Lleida
Juguete de plástico,47.51,9,2026-01-24 00:00:00,Claudia Juan Reig,Albacete
Envase plástico,36.02,8,2025-06-01 00:00:00,Isidro Cueto Ochoa,Huelva
Cubo organizador,3.85,4,2025-10-01 00:00:00,Samuel Comas Hernando,Guadalajara
Envase plástico,23.28,1,2025-09-23 00:00:00,Amaya Esther Rosselló Jimenez,Valencia
Utensilio de cocina plástico,3.6,17,2026-02-02 00:00:00,Maribel Gámez Guerrero,Córdoba
Tupper,36.71,14,2025-10-05 00:00:00,Marco Llamas,Baleares
Silla plástica,40.13,12,2026-03-26 00:00:00,Vidal Roque Calderón Cózar,Vizcaya
Envase plástico,48.7,13,2025-09-14 00:00:00,Felipa de Aznar,Ceuta
Botella PET,42.72,2,2026-03-19 00:00:00,Bernabé Herrera Morell,Pontevedra
Cubo de basura plástico,3.7,5,2026-03-29 00:00:00,Victorino Soler Ruano,Badajoz
Pelota plástica,7.97,20,2025-09-01 00:00:00,Fabián Herminio Agustín Ortuño,Guadalajara
Muñeco de plástico,5.51,12,2026-04-25 00:00:00,Ana Berrocal Reyes,Sevilla
Utensilio de cocina plástico,30.5,14,2025-07-28 00:00:00,Guiomar Aranda Moreno,Badajoz
Pelota plástica,14.83,20,2025-06-25 00:00:00,Manu Tirado Casas,Girona
Cubo de basura plástico,44.85,6,2025-12-21 00:00:00,Teobaldo Diaz Pascual,Guadalajara
Muñeco de plástico,40.04,17,2025-12-21 00:00:00,Renata Asensio,Almería
Botella PET,27.46,18,2026-04-14 00:00:00,Leyre Puga Recio,Zaragoza
Cubo de basura plástico,37.66,11,2026-04-22 00:00:00,Fernanda Pinedo Agullo,Sevilla
Tupper,21.03,16,2025-12-07 00:00:00,Antonio de Domínguez,Huelva
Cubo de basura plástico,44.1,6,2026-05-15 00:00:00,Iris de Rodrigo,Ávila
Cubo de basura plástico,6.41,10,2025-08-07 00:00:00,Lorenza Feliu,Tarragona
Silla plástica,34.06,16,2025-12-18 00:00:00,Faustino Eutropio Gutiérrez Figueras,Teruel
Cubo de basura plástico,31.35,14,2026-04-22 00:00:00,Eutropio Álvaro Alcázar,Ceuta
Tupper,34.79,14,2025-10-23 00:00:00,Dominga Costa Tejero,Madrid
Cubo de basura plástico,36.35,4,2026-04-11 00:00:00,Teobaldo Esteve Barreda,Valencia
Pelota plástica,35.48,6,2025-08-10 00:00:00,Jimena Terrón Perea,Valladolid
Cubo de basura plástico,23.73,10,2026-05-12 00:00:00,Gregorio Vallejo Llorens,Albacete
Juguete de plástico,28.2,16,2025-10-22 00:00:00,Valero de Avilés,Valencia
Cubo organizador,18.39,1,2026-04-27 00:00:00,Felipe Leiva Saez,Melilla
Utensilio de cocina plástico,9.16,8,2025-07-25 00:00:00,Armando Sarabia,Zaragoza
Pelota plástica,34.28,11,2026-02-12 00:00:00,Berta Redondo Pallarès,Álava
Utensilio de cocina plástico,39.1,11,2025-11-28 00:00:00,Josefa Casanova-Franch,La Coruña
Pelota plástica,6.6,6,2025-12-23 00:00:00,Remigio Alberto Balaguer,Asturias
Silla plástica,8.07,8,2025-09-08 00:00:00,Nando Maldonado Izquierdo,Lugo
Tupper,38.73,11,2025-07-17 00:00:00,Manuel Somoza Grande,Tarragona
Tupper,11.84,4,2025-08-06 00:00:00,Aura Sales Casares,Santa Cruz de Tenerife
Silla plástica,9.46,20,2025-08-15 00:00:00,Cloe Benavides Goñi,Teruel
Botella PET,44.69,12,2025-11-09 00:00:00,Bruno Rafa Garrido Méndez,Toledo
Pelota plástica,10.62,14,2025-09-02 00:00:00,Bartolomé Arce Montes,Palencia
Muñeco de plástico,47.84,6,2026-05-14 00:00:00,Trinidad Pujadas-Oller,Valladolid
Cubo organizador,43.64,14,2025-08-14 00:00:00,Clara Cardona,Zaragoza
Utensilio de cocina plástico,14.87,16,2025-12-22 00:00:00,Marisol Rico-Hernando,Zamora
Cubo organizador,46.94,12,2025-11-25 00:00:00,Aránzazu Gomis Ramírez,León
Tupper,36.52,9,2025-11-26 00:00:00,Juanita Mayoral-Navarrete,Albacete
Juguete de plástico,13.48,19,2025-08-09 00:00:00,Adelaida Conde Salvà,Zamora
Silla plástica,48.82,15,2026-02-07 00:00:00,Catalina Candelaria Molina Acuña,Pontevedra
Muñeco de plástico,28.4,1,2025-10-26 00:00:00,Nadia Peral Pablo,Cuenca
Silla plástica,11.09,5,2026-03-27 00:00:00,Eusebia Guitart Uría,Álava
Envase plástico,4.41,4,2025-12-27 00:00:00,Heraclio Villalonga Roma,Cuenca
Tupper,17.28,11,2025-06-13 00:00:00,Joaquín Juan Carlos Ocaña Adán,Palencia
Silla plástica,3.03,14,2025-07-22 00:00:00,Aurelia Álamo Osorio,Valladolid
Envase plástico,37.07,5,2025-12-09 00:00:00,Ainara Amor-Gomila,Vizcaya
Envase plástico,24.15,4,2025-07-30 00:00:00,Laura del Dominguez,Castellón
Cubo de basura plástico,9.72,7,2025-06-15 00:00:00,Anastasia Mascaró Llanos,Girona
Pelota plástica,19.15,12,2026-05-21 00:00:00,Melania Gras Hoz,Santa Cruz de Tenerife
Utensilio de cocina plástico,4.13,18,2025-09-16 00:00:00,Visitación Cámara Martinez,Asturias
Cubo de basura plástico,13.67,16,2025-07-05 00:00:00,Nuria Otero Samper,Zaragoza
Botella PET,20.4,12,2025-11-15 00:00:00,Iván del Mateos,Vizcaya
Silla plástica,31.94,12,2026-05-02 00:00:00,Eloísa Águila Dávila,Ceuta
Cubo organizador,8.61,8,2025-08-05 00:00:00,Rosalva Pedrosa Valentín,La Coruña
Tupper,48.68,4,2025-07-13 00:00:00,Nazaret Pánfilo Bonet Alvarez,Málaga
Pelota plástica,44.99,19,2026-05-15 00:00:00,Isa Uribe Palomar,Huesca
Muñeco de plástico,15.97,9,2025-11-04 00:00:00,Clara Dafne Vives Román,Melilla
Silla plástica,30.27,5,2026-04-22 00:00:00,Amalia Gaya Casares,Vizcaya
Tupper,49.35,10,2025-11-06 00:00:00,José Manuel Ferrero,Almería
Tupper,49.18,6,2025-08-17 00:00:00,Rogelio Aller,Barcelona
Tupper,22.74,17,2026-03-20 00:00:00,Amor Javiera Villa Cerezo,Córdoba
Muñeco de plástico,12.35,1,2026-04-27 00:00:00,Albano Hierro Torrecilla,Cáceres
Tupper,49.01,1,2026-01-16 00:00:00,Socorro Coll Marti,Huelva
Tupper,49.55,18,2025-07-04 00:00:00,África Mármol Duarte,Guadalajara
Juguete de plástico,22.74,16,2026-05-19 00:00:00,Matías Garcia Vendrell,Jaén
Tupper,22.77,14,2025-11-30 00:00:00,Regina de Ochoa,La Rioja
Utensilio de cocina plástico,11.1,18,2025-06-13 00:00:00,Luisina Martin Salgado,Málaga
Juguete de plástico,28.79,20,2026-04-08 00:00:00,Gaspar Catalán Goñi,Guipúzcoa
Juguete de plástico,18.91,2,2025-06-20 00:00:00,Espiridión Viñas Carbó,La Coruña
Silla plástica,33.56,12,2025-10-12 00:00:00,Rufino Calzada Saura,Burgos
Juguete de plástico,8.73,8,2025-12-16 00:00:00,Marc Morales-Cisneros,Córdoba
Cubo organizador,11.25,13,2026-05-02 00:00:00,Marisela Patiño Valera,Ávila
Cubo de basura plástico,18.2,13,2026-05-12 00:00:00,Adoración Sandoval Bou,Cuenca
Juguete de plástico,45.15,12,2025-08-09 00:00:00,Teresa Campos,Salamanca
Utensilio de cocina plástico,5.57,13,2026-04-21 00:00:00,Rufina Serrano Lasa,Santa Cruz de Tenerife
Cubo organizador,16.83,1,2025-11-02 00:00:00,Candelario Eusebio Crespi Tolosa,Granada
Pelota plástica,1.32,7,2025-07-08 00:00:00,Dalila Hernández Carro,La Coruña
Muñeco de plástico,17.81,17,2025-05-31 00:00:00,Rosenda Muro Blázquez,Soria
Silla plástica,3.64,13,2026-03-05 00:00:00,Florencia de Martorell,Cantabria
Envase plástico,25.61,20,2026-01-05 00:00:00,Damián Ibáñez,Santa Cruz de Tenerife
Silla plástica,28.24,4,2026-04-30 00:00:00,Diego Roldán Pomares Verdejo,Alicante
Tupper,29.29,3,2025-06-02 00:00:00,Guiomar Vélez Dalmau,La Coruña
Botella PET,25.67,1,2026-04-07 00:00:00,Sarita Evita Jaén Raya,Las Palmas
Botella PET,11.69,8,2025-08-20 00:00:00,Aurelio Mayo,León
Tupper,46.75,13,2026-01-08 00:00:00,Hugo Baeza Hierro,Vizcaya
Tupper,49.67,9,2025-08-12 00:00:00,Aránzazu Judith Bayo Romero,Huesca
Muñeco de plástico,26.68,1,2025-07-13 00:00:00,Vinicio Palacios-Jaén,Toledo
Envase plástico,38.43,18,2025-06-30 00:00:00,Marcial del Figueroa,Huesca
Muñeco de plástico,10.99,2,2025-11-01 00:00:00,Nidia Almeida Codina,Málaga
Utensilio de cocina plástico,45.39,10,2026-04-06 00:00:00,Griselda Barceló Arcos,Girona
Botella PET,5.57,10,2025-07-06 00:00:00,María Dolores Amor Tejedor,Asturias
Utensilio de cocina plástico,8.25,19,2025-12-21 00:00:00,Liliana Salmerón,Girona
Envase plástico,37.22,12,2026-01-18 00:00:00,Roberto Toro Segovia,Sevilla
Muñeco de plástico,30.26,7,2025-06-22 00:00:00,Amor Cadenas-Domínguez,Castellón
Juguete de plástico,24.32,3,2026-04-12 00:00:00,Haydée Parra Capdevila,Baleares
Envase plástico,37.31,8,2026-03-12 00:00:00,Palmira Narváez Cuenca,Cuenca
Utensilio de cocina plástico,38.2,3,2026-02-15 00:00:00,Ana Sofía Reina Luque,Pontevedra
Botella PET,16.72,11,2025-09-24 00:00:00,Bernardo Fábregas Zorrilla,Jaén
Silla plástica,23.57,15,2026-04-20 00:00:00,Matías Villena Oliva,La Coruña
Cubo organizador,42.35,12,2025-10-19 00:00:00,Julia Calvet Tur,Castellón
Botella PET,27.9,11,2026-02-03 00:00:00,Encarnita Ofelia Manzanares Duque,León
Envase plástico,9.56,18,2025-11-14 00:00:00,Amor Garrido-Pintor,Toledo
Botella PET,26.54,5,2026-05-24 00:00:00,Leyre González Ramos,Tarragona
Muñeco de plástico,17.82,17,2025-08-29 00:00:00,Isidro Roura Carrión,Melilla
Juguete de plástico,28.79,8,2026-02-09 00:00:00,Saturnina Silvia Dominguez Aguiló,Ourense
Envase plástico,49.35,10,2025-09-16 00:00:00,Josué Bermejo Berenguer,La Coruña
Cubo organizador,20.73,3,2026-01-16 00:00:00,Hernán Cobo Ugarte,Guipúzcoa
Cubo de basura plástico,16.04,14,2026-03-20 00:00:00,Héctor Torre Coll,Córdoba
Cubo organizador,18.77,2,2025-08-18 00:00:00,Fernanda Santiago Mariño,Ceuta
Pelota plástica,29.98,14,2025-07-09 00:00:00,Eva Sáez,Teruel
Tupper,47.65,12,2026-05-25 00:00:00,Candela Molins,Baleares
Juguete de plástico,22.34,19,2025-08-31 00:00:00,Amparo de Terrón,Álava
Cubo organizador,37.64,12,2026-01-11 00:00:00,Clotilde Agudo Gargallo,Castellón
Utensilio de cocina plástico,26.7,13,2026-02-20 00:00:00,Belén Estévez Gordillo,Asturias
Juguete de plástico,8.87,18,2025-06-22 00:00:00,Felicia Victoria Ortega Vila,Córdoba
Envase plástico,37.45,2,2025-08-21 00:00:00,Cruz María Ángeles Ayala Palmer,Álava
Envase plástico,21.28,11,2025-09-04 00:00:00,Atilio Lucena-Carrasco,Cantabria
Cubo organizador,24.81,17,2026-03-16 00:00:00,Mirta Gil-Marquez,Cádiz
Juguete de plástico,24.59,15,2025-10-25 00:00:00,Montserrat Piñeiro Flores,Las Palmas
Cubo de basura plástico,44.94,4,2025-08-17 00:00:00,Victoria Gema Rosales Rosselló,Cuenca
Juguete de plástico,34.44,11,2025-10-06 00:00:00,Camila Batalla,Huelva
Envase plástico,40.25,11,2026-04-09 00:00:00,Manuelita Goñi Ureña,Segovia
Muñeco de plástico,25.19,5,2025-12-08 00:00:00,Máxima Sáez Carrión,Zamora
Juguete de plástico,30.49,16,2025-12-11 00:00:00,Ana Fanny Benito Carbonell,Cáceres
Pelota plástica,48.44,2,2025-08-09 00:00:00,Juliana Comas-Barrera,Madrid
Silla plástica,31.5,2,2026-04-07 00:00:00,José Ángel Cueto Guzmán,Pontevedra
Muñeco de plástico,15.16,1,2025-10-17 00:00:00,Curro Vinicio Sanmartín Segovia,Melilla
Juguete de plástico,20.17,1,2026-05-08 00:00:00,Manuela Mirta Tejada Iniesta,Granada
Pelota plástica,15.33,7,2025-08-04 00:00:00,Ascensión Olivé Palau,Jaén
Envase plástico,49.11,16,2025-10-21 00:00:00,Quirino Pedrero-Bonilla,Guipúzcoa
Juguete de plástico,37.05,4,2026-04-24 00:00:00,Geraldo de Calvo,Córdoba
Pelota plástica,16.04,5,2025-06-27 00:00:00,Pánfilo Castejón Roca,Valencia
Silla plástica,28.48,16,2025-09-04 00:00:00,Nicodemo Luis Ángel Llamas Rico,Ávila
Cubo organizador,13.49,14,2025-12-21 00:00:00,Chus del Coello,Guadalajara
Muñeco de plástico,33.05,1,2025-09-01 00:00:00,Dionisio Blazquez Esparza,Cantabria
Botella PET,43.83,4,2025-10-24 00:00:00,Guadalupe Angulo Torrent,Cantabria
Juguete de plástico,47.24,8,2026-03-05 00:00:00,Claudio Prada Rebollo,Valladolid
Cubo de basura plástico,15.42,9,2025-11-14 00:00:00,Jovita de Tello,La Rioja
Botella PET,42.27,12,2026-02-08 00:00:00,Aura Cadenas Casado,Guipúzcoa
Envase plástico,44.13,19,2025-10-27 00:00:00,Lilia Lago-Giralt,Zaragoza
Pelota plástica,11.72,9,2025-07-03 00:00:00,Nidia Correa Águila,Lugo
Botella PET,12.65,18,2025-06-19 00:00:00,Gabino del Royo,Córdoba
Juguete de plástico,41.94,12,2025-12-14 00:00:00,Guadalupe Domínguez-Salas,La Rioja
Envase plástico,19.59,13,2025-07-05 00:00:00,Gerónimo Ruiz Terrón,Sevilla
Envase plástico,25.29,2,2025-06-21 00:00:00,Luisina Jesusa Exposito Soto,Teruel
Pelota plástica,41.84,9,2025-05-27 00:00:00,Adora Morera Villalonga,Santa Cruz de Tenerife
Pelota plástica,40.94,3,2026-01-20 00:00:00,Eloísa de Peralta,Pontevedra
Cubo de basura plástico,40.0,15,2025-11-25 00:00:00,Sol Perez-Morales,Ciudad
Tupper,13.13,4,2026-02-18 00:00:00,Pablo Seguí Rueda,Ávila
Silla plástica,41.51,2,2025-07-16 00:00:00,Verónica Alcolea-Ayuso,Málaga
Cubo organizador,11.18,6,2026-03-16 00:00:00,Gervasio Aarón Sanz Folch,Teruel
Envase plástico,40.07,2,2026-05-09 00:00:00,Nicanor Casanova Antón,Albacete
Juguete de plástico,44.35,17,2026-03-02 00:00:00,Juliana Conde Figueroa,Ourense
Pelota plástica,39.9,10,2026-01-19 00:00:00,Leoncio Doménech Nogueira,Cantabria
Juguete de plástico,39.22,13,2026-01-22 00:00:00,Nando Miranda Bueno,Soria
Envase plástico,3.69,9,2025-10-12 00:00:00,Flavio Bartolomé Galan Lorenzo,Córdoba
Envase plástico,30.92,7,2025-11-20 00:00:00,Baldomero Jurado Torrents,Baleares
Tupper,9.7,10,2026-02-11 00:00:00,Ciríaco Almagro Guitart,Girona
Envase plástico,5.5,18,2025-10-19 00:00:00,Chelo Duran Torres,Tarragona
Botella PET,30.9,5,2025-08-29 00:00:00,Jafet Acevedo Guillen,Cádiz
Silla plástica,46.64,10,2025-08-15 00:00:00,Francisco Jose Carretero Rey,Valencia
Muñeco de plástico,36.58,7,2025-06-28 00:00:00,Juliana del Blanch,Barcelona
Envase plástico,21.26,11,2025-11-12 00:00:00,Aitana Castrillo Saura,Cáceres
Pelota plástica,30.98,11,2026-04-29 00:00:00,Constanza Bolaños Andreu,Melilla
Pelota plástica,16.72,12,2026-05-10 00:00:00,Chelo Nicolau-Roda,Salamanca
Utensilio de cocina plástico,8.58,19,2025-07-22 00:00:00,Ariadna Zorrilla Bravo,La Coruña
Cubo organizador,48.59,13,2026-03-29 00:00:00,Agustín de Mate,Zaragoza
Juguete de plástico,28.37,13,2025-07-13 00:00:00,Chucho Manso Posada,Palencia
Pelota plástica,21.56,15,2025-12-28 00:00:00,Judith Reguera,Cáceres
Envase plástico,20.03,9,2025-07-07 00:00:00,Chema Polo,Soria
Muñeco de plástico,6.51,14,2025-11-03 00:00:00,José Solano Rodríguez,Almería
Utensilio de cocina plástico,2.05,18,2026-01-06 00:00:00,Nicolasa de Fiol,La Rioja
Cubo de basura plástico,24.61,5,2026-02-04 00:00:00,Delia Caro Reyes,Tarragona
Pelota plástica,5.2,4,2026-05-17 00:00:00,Leocadio Espejo,Guipúzcoa
Cubo de basura plástico,48.29,16,2025-06-18 00:00:00,Amílcar Ferrando-Suarez,Cádiz
Juguete de plástico,10.36,4,2025-09-29 00:00:00,Humberto del Jurado,Cantabria
Silla plástica,38.77,20,2026-03-26 00:00:00,Lorenza Ruperta Pinilla Santamaria,Álava
Envase plástico,16.63,16,2025-10-09 00:00:00,María Dolores Escribano Acedo,Ourense
Botella PET,27.62,9,2025-09-03 00:00:00,Maristela Abellán Sancho,Albacete
Cubo organizador,22.66,20,2025-11-03 00:00:00,Quirino del Falcó,Granada
Pelota plástica,6.04,14,2025-08-18 00:00:00,Odalis Diez Girón,Álava
Botella PET,25.24,2,2025-05-29 00:00:00,Maite Sales Ferreras,Cádiz
Tupper,11.42,3,2025-09-07 00:00:00,Epifanio Puente Sosa,Zamora
Muñeco de plástico,24.76,8,2026-05-09 00:00:00,América Jimenez Alemán,Sevilla
Utensilio de cocina plástico,8.88,10,2026-03-11 00:00:00,Samuel Rocha Quintanilla,Ceuta
Pelota plástica,7.24,4,2026-01-05 00:00:00,Samu Gilabert Fortuny,Girona
Muñeco de plástico,35.0,17,2026-05-01 00:00:00,Azucena Iborra Jiménez,Valencia
Cubo de basura plástico,20.84,18,2025-06-07 00:00:00,Gisela Calvet Franco,Huesca
Envase plástico,22.4,18,2025-08-26 00:00:00,Ricardo Alcalá-Ayllón,La Rioja
Utensilio de cocina plástico,49.85,9,2026-01-14 00:00:00,Sebastian Giner Quintanilla,Segovia
Envase plástico,13.03,13,2025-10-19 00:00:00,Brígida de Roda,Murcia
Tupper,10.96,4,2026-02-16 00:00:00,Fortunato Ramón Aroca,Álava
Botella PET,41.99,9,2025-09-11 00:00:00,Fortunata Tamarit Llobet,Cáceres
Botella PET,16.68,16,2025-09-29 00:00:00,Che Rosa,Salamanca
Utensilio de cocina plástico,46.59,3,2025-10-13 00:00:00,Evita Lucas Baeza,Álava
Juguete de plástico,33.57,12,2026-04-19 00:00:00,Cristian Barrio Calatayud,Lugo
Cubo organizador,39.55,7,2025-07-02 00:00:00,Nico Bellido Salamanca,León
Utensilio de cocina plástico,6.89,1,2026-05-08 00:00:00,Evangelina Camino Olivé,Lleida
Utensilio de cocina plástico,12.02,16,2025-11-20 00:00:00,Reyes Mora-Cid,Toledo
Botella PET,24.48,4,2025-06-15 00:00:00,Zaida Escrivá España,Almería
Cubo de basura plástico,31.04,5,2026-03-11 00:00:00,Esteban Sotelo Lozano,Sevilla
